voter_id,district_id,is_eligible
734768,7,true
742734,4,false
976953,2,true
857442,7,false
260715,4,true
873818,4,false
225815,6,false
847729,3,false
607463,1,false
164964,7,false
218736,7,true
716659,9,false
894746,6,true
982700,8,true
274129,3,false
550660,4,true
544675,9,false
685340,5,false
833516,2,false
254809,3,false
387304,7,true
832069,1,false
387438,9,false
872288,3,true
489377,3,false
643714,4,true
509936,10,true
234102,1,true
609238,3,false
815371,6,true
245067,10,false
987451,7,true
942457,5,false
648406,6,false
655505,1,true
543732,1,false
433569,1,true
234869,6,true
664221,8,true
737651,10,false
583898,8,true
663509,4,false
521741,10,false
445523,5,true
777301,4,false
935663,1,false
345876,4,true
944118,7,false
880974,9,false
647032,5,true
871534,7,true
724085,6,false
697325,6,true
811620,8,true
771265,2,true
303634,4,false
440611,10,false
617970,1,false
175417,3,false
678106,2,true
537448,9,true
410336,6,false
117820,9,false
783284,4,true
551375,3,false
144950,3,false
787831,4,false
502351,3,true
942571,2,true
773082,10,true
479151,6,true
677925,1,false
603910,4,true
100810,10,true
272571,6,false
437470,9,false
137608,7,false
634282,1,false
131565,9,false
338155,2,true
755530,8,true
235166,2,false
765611,2,true
489992,6,true
127622,4,false
270569,1,true
478853,9,false
129243,7,false
366223,8,false
486015,3,false
750663,6,true
398903,1,true
920862,4,false
658626,3,false
591517,8,true
968162,7,true
398902,3,true
972590,9,false
617925,6,true
127759,7,true
496237,9,true
719485,4,false
227543,10,true
408033,5,true
739828,2,false
973982,10,false
126058,1,false
255807,6,true
990510,3,true
297627,2,true
528176,7,false
647594,3,false
618866,10,true
214850,4,true
748748,10,false
256731,4,true
544157,4,true
993695,10,false
815209,6,false
436100,9,true
164346,9,false
741540,10,true
816788,6,true
684647,9,false
403315,6,true
102489,6,false
536184,6,true
758329,5,true
478517,1,true
879158,7,true
662149,4,false
258386,3,false
763003,7,true
512748,6,true
551624,4,false
836535,10,true
571036,5,true
977359,2,true
815671,1,true
652907,9,true
228206,10,false
262003,10,false
158524,2,false
946940,4,false
884391,1,false
334952,3,false
880977,6,true
226479,4,true
111593,3,true
608174,4,false
364310,9,false
986419,7,false
853034,8,false
398798,8,true
458693,6,true
297922,10,true
756880,7,true
167715,7,true
198734,6,true
195662,2,false
936574,2,true
623898,6,false
384234,5,false
785942,7,false
781043,6,true
979556,8,true
256760,7,false
406136,6,false
478441,8,false
205255,2,false
140360,7,true
697337,10,true
951208,4,false
151724,5,false
681899,9,true
606357,7,true
433044,9,false
174797,5,false
879165,9,false
676904,4,true
994802,10,false
219485,2,true
974779,5,false
211413,4,false
982502,9,false
960195,5,false
217087,10,false
548760,9,false
709460,1,true
371304,6,false
972926,7,true
420471,10,false
413010,1,true
688753,8,true
419463,7,true
427868,10,true
940920,8,true
693275,3,false
781534,6,true
911486,6,false
561694,3,false
219988,8,true
977170,7,false
917542,7,true
196694,3,false
341745,9,true
252538,8,true
395744,5,true
653028,1,true
658120,1,false
372917,8,true
891836,7,false
973636,1,false
815012,9,false
308536,5,false
212577,7,true
232423,2,false
676197,6,false
651874,8,true
382972,6,false
194676,6,true
405344,1,true
670047,6,true
194043,3,true
870441,9,false
932136,9,true
594908,4,true
446449,7,true
832843,5,true
276706,1,true
790366,5,true
181896,3,false
762544,10,false
685277,8,true
954468,8,false
935678,5,true
145907,9,true
744995,9,true
345505,5,true
213568,1,true
215357,4,true
705185,9,true
290266,5,true
347193,4,true
869285,2,true
780478,5,false
413205,8,false
120618,2,false
606948,6,true
621781,6,true
977519,1,true
549726,9,true
409633,7,false
624942,5,false
227038,3,false
837547,3,false
500433,8,false
355981,7,false
988311,2,false
977177,3,true
248996,7,false
257388,1,true
337239,7,false
616338,8,false
504322,4,false
870709,6,false
226672,10,true
306969,6,true
864143,3,true
511623,3,false
536503,2,true
282182,4,true
722000,1,true
937083,5,true
989970,1,true
228133,8,true
442481,10,true
398635,7,false
232206,9,true
838320,1,false
472895,5,true
527518,7,false
586243,4,true
710239,6,true
629180,10,true
157242,7,false
217070,9,true
969869,5,true
366232,10,false
910384,10,true
827602,9,false
492696,7,true
525363,3,true
287358,10,false
435473,7,false
128145,1,false
776635,9,false
570349,1,false
716933,4,false
454189,5,true
238101,5,true
316653,5,false
492896,1,true
933148,5,false
352614,1,false
640412,2,false
279165,8,true
425695,9,false
947035,6,false
423811,7,false
375240,9,false
507164,2,true
430868,5,true
587709,1,true
700900,7,false
134293,6,false
245668,1,true
817611,8,false
194739,1,true
226058,10,true
773934,8,false
887360,6,false
956442,4,true
616903,5,false
293167,5,false
787335,8,false
701806,10,false
342954,8,true
123058,9,false
564270,2,true
938893,2,false
211042,2,false
556030,2,true
222250,1,true
134296,4,false
778440,2,true
287441,10,true
335791,9,false
839853,7,true
480389,8,true
860968,5,true
720287,5,false
149776,2,false
127500,7,true
604356,10,false
744633,7,false
971584,9,false
810057,3,false
811821,6,false
830941,4,false
284599,10,true
469108,6,true
687954,3,false
146832,2,true
741946,7,false
807868,5,true
644663,2,true
950712,7,false
748092,1,true
648395,9,true
233807,1,true
309740,5,true
556943,3,true
123884,1,true
376427,7,true
862234,8,false
468541,5,true
591128,8,true
511882,3,false
154511,10,false
563601,5,true
558499,8,true
210351,1,false
256191,2,true
261053,3,false
281614,6,false
792467,2,true
469771,8,true
413592,10,true
726177,10,true
911776,1,true
584361,7,false
971215,5,false
803616,8,true
797943,5,true
964862,4,false
660682,9,true
923668,3,false
443637,7,false
860050,5,false
338072,7,true
397740,3,true
722115,7,false
829391,4,false
603280,1,false
259064,2,false
872420,7,false
180513,5,true
455979,1,true
934597,1,false
569978,6,false
182065,6,true
117877,5,true
430184,3,true
827845,1,false
574361,6,false
148210,10,true
718050,4,true
688055,1,true
777533,4,false
467785,3,false
945843,9,true
902993,7,false
680212,7,true
114961,3,false
430216,1,false
801229,1,true
717773,5,true
357782,9,false
729871,5,true
645158,3,false
447992,9,true
624499,9,false
887572,1,false
218005,2,true
487253,2,true
403489,8,true
119662,4,false
333985,1,true
197103,9,false
781748,2,true
106897,8,true
150148,2,true
106058,7,false
977915,3,false
278522,1,true
952532,1,false
580914,8,false
796263,8,false
943058,1,false
169038,1,true
208806,1,false
931223,10,false
374390,10,true
946883,5,false
339382,10,false
415421,7,false
914369,7,true
548249,1,true
355177,2,true
638252,5,true
384922,5,true
162543,6,true
234290,10,false
710931,6,true
515719,2,true
364010,1,false
947343,1,true
371689,7,false
396648,7,true
911032,2,true
608456,2,true
548158,1,true
721420,8,false
184666,8,true
794262,5,false
508088,8,false
809172,7,false
934445,7,true
235836,7,true
971262,4,false
816953,2,false
782678,8,true
889983,3,false
244557,7,true
272817,4,true
916116,1,false
276580,7,true
111574,5,true
334226,9,false
802740,5,false
800930,10,true
135116,4,true
638623,5,true
145590,7,true
573512,6,false
185361,9,true
946348,6,false
744625,6,false
404489,8,true
222163,2,false
872099,6,true
110905,8,true
286880,10,true
893715,6,true
328143,10,false
320028,4,false
107227,10,true
675106,5,true
820669,8,false
178952,2,true
279261,2,true
858949,4,true
437773,4,false
811712,9,false
264608,7,false
440313,10,false
470252,8,false
516981,4,true
512094,8,true
575756,5,false
497006,6,false
487738,9,false
965006,1,true
382497,9,false
637857,10,false
861889,8,false
870229,7,false
415001,5,true
288251,9,false
798028,2,true
988330,8,true
404025,10,false
447693,9,false
871387,9,true
976334,2,true
918968,5,false
195125,1,false
589242,10,false
796510,8,true
497218,3,false
298689,10,true
931148,5,false
214059,1,true
608786,2,true
778865,7,true
160305,6,false
232203,10,true
187111,5,true
198277,3,true
626833,1,false
809238,5,false
272877,4,true
345355,10,true
774846,6,true
479129,2,false
485005,2,true
606859,2,true
520474,7,false
923005,6,true
196197,1,true
470683,5,true
119344,10,true
615581,8,false
366585,10,true
428198,10,false
204633,3,false
535094,5,true
825498,3,true
934742,8,false
585840,10,false
323753,10,true
527798,4,true
764994,2,false
609860,10,true
635804,7,true
930056,10,true
717941,1,false
722659,1,false
388120,6,true
898289,5,true
281016,4,true
668386,6,true
576249,2,false
876555,8,true
906282,7,true
749851,5,true
437453,6,true
682933,3,true
696236,6,true
309315,4,false
918870,3,true
641643,2,true
636262,6,false
743319,10,false
955142,7,true
217508,7,false
965556,4,false
969654,9,false
446949,3,true
506632,8,true
431313,2,false
396378,7,false
432672,9,true
471748,8,true
561906,4,true
771464,4,false
552519,3,false
835916,8,false
566037,3,false
815086,2,false
735726,4,true
531760,9,true
276935,3,false
884610,9,false
618202,1,false
928972,8,true
319854,7,false
842313,5,true
284947,3,true
594534,7,true
873179,8,false
205467,6,true
861789,9,false
216295,4,true
286800,7,false
581836,1,true
697744,7,true
306715,9,false
471318,8,true
295559,9,false
317682,3,false
835693,5,false
876900,5,false
899833,9,false
866745,10,true
755749,8,true
310685,9,true
966866,1,false
566272,3,false
191370,5,false
155540,10,true
519740,10,false
716714,3,false
546573,8,false
656695,4,false
526997,7,false
582471,10,false
547939,4,true
313074,7,false
170928,10,true
954360,2,true
129672,2,true
339884,7,false
398856,1,true
782488,8,true
937229,10,true
959834,10,true
595649,8,true
912682,5,false
550650,6,true
287757,3,true
620823,8,false
838468,6,true
657277,6,true
644913,8,true
152283,3,false
573193,5,true
473319,1,false
621780,7,false
941328,7,false
148680,9,false
895945,1,false
184080,4,false
573821,3,false
506791,5,true
109112,1,false
587287,8,false
468061,4,false
319053,5,true
653377,2,false
580588,6,true
427105,3,false
155225,5,true
650934,6,false
520827,2,true
994196,8,true
601857,3,true
223323,4,false
964224,2,true
306796,8,true
406186,3,true
586625,10,false
580450,1,true
747791,6,true
355860,1,true
399342,9,true
242495,2,false
766280,8,true
902013,1,false
298523,7,true
381789,3,false
521891,7,true
553829,10,false
425248,10,true
154613,5,true
399118,7,false
189518,9,false
193464,2,false
612936,7,true
681936,9,true
538824,7,true
480129,1,false
969196,1,false
417294,1,false
454655,8,true
312414,9,false
552849,10,false
978653,9,true
407709,10,false
757356,9,false
850031,10,false
638411,7,false
828808,8,true
897861,6,true
670039,4,false
999091,7,true
126267,9,true
675793,10,false
225312,9,true
906488,10,false
462364,1,false
133589,8,true
835064,9,false
744232,5,false
292853,10,false
655682,6,false
508103,9,false
401561,7,true
510527,5,false
484718,3,true
743361,9,false
157518,7,false
179964,7,true
690365,3,true
599451,8,true
448189,4,true
262971,8,true
991394,7,false
397754,1,false
270457,1,false
849317,9,true
608547,4,false
867328,6,true
902047,7,true
757892,8,true
637571,10,false
759469,9,true
712585,5,false
185970,4,false
536040,1,false
831928,2,true
854298,7,true
481382,7,true
566696,6,true
538767,8,false
606405,1,true
431143,10,false
869461,9,false
978495,2,false
200665,9,true
872178,6,true
879021,5,false
619633,10,false
716589,1,false
997625,10,true
979940,4,true
849223,1,false
640059,7,false
641508,3,true
980585,3,true
498574,2,false
530676,5,true
476559,1,false
497585,7,true
985514,10,true
691380,1,false
517841,9,false
909206,4,true
287287,10,false
589280,2,false
722335,6,false
254670,6,false
253288,3,false
364015,9,false
172398,10,false
194060,7,true
988113,2,true
214899,10,true
918139,4,true
633016,8,true
386265,1,true
660776,3,true
760041,7,false
994116,4,true
223435,9,true
476243,8,false
655358,4,false
505716,10,false
312365,1,false
937169,1,false
262290,8,false
820141,7,true
258598,7,true
770654,8,true
984934,3,false
152459,5,false
906849,8,true
795552,9,false
518241,8,true
907917,4,true
770148,7,true
259344,8,true
623922,5,true
947737,6,true
724256,8,true
224093,4,false
153719,1,false
126527,6,true
